product_id,product_category,original_price,discount_applied,units_sold
21840,Storage,199.99,10,100
10649,Chargers & Cables,40.95,0,200
3583,Other Electronics,165.99,0,473
34273,Wearables,699.99,5,47
42073,Chargers & Cables,329.99,15,64
30977,Phones,39.99,30,592
5063,Power & Batteries,55.99,40,804
12422,Storage,29.99,20,244
14325,Other Electronics,10.6,15,363
41465,Chargers & Cables,1099.99,0,62
23297,Phones,119.99,0,1047
32131,Headphones,199.95,40,167
7063,Other Electronics,126.5,15,237
30208,Phones,109.99,20,263
25578,Chargers & Cables,34.99,20,238
12241,Speakers,199.99,0,39
9537,Other Electronics,149.99,30,126
19389,Laptops,349.0,20,71
38248,Other Electronics,12.23,20,603
37156,Laptops,949.0,5,46
40538,Printers & Scanners,229.99,30,156
26984,Laptops,43.99,5,219
5037,Cameras,109.99,10,462
14104,Speakers,149.95,15,124
11725,Power & Batteries,6.95,0,635
9458,Chargers & Cables,15.39,20,359
1582,Cameras,69.95,10,545
37180,Laptops,25.99,5,497
40553,Cameras,89.99,20,280
42546,Laptops,8.99,15,608
22064,Phones,49.99,5,3175
7043,Storage,9.99,30,472
33466,Laptops,269.0,30,159
764,Cameras,69.95,0,483
10025,Networking,499.95,20,58
36291,TV & Display,29.98,10,345
41146,Printers & Scanners,239.99,0,92
24553,Storage,599.99,20,1284
13232,Phones,24.96,20,662
12750,Power & Batteries,112.08,20,132
17309,Cameras,115.3,40,165
4225,Phones,24.99,20,1246
14308,Phones,199.99,20,58
6184,Other Electronics,32.99,0,500
23468,Cameras,269.95,15,150
18325,Power & Batteries,25.49,40,312
17097,Printers & Scanners,27.33,15,229
23131,Storage,199.99,0,96
7765,Phones,49.7,30,582
26218,Laptops,539.99,15,68
28943,Phones,79.95,10,93
2846,Other Electronics,49.99,10,1082
9926,Phones,39.99,30,318
8295,Printers & Scanners,160.64,0,112
23316,Cameras,49.95,10,119
4514,Other Electronics,1500.61,40,71
40882,Other Electronics,12.23,0,509
6541,Phones,119.99,10,1114
4293,Laptops,82.95,5,554
14743,Chargers & Cables,579.99,30,80
30971,Speakers,69.99,30,459
28082,Phones,79.99,30,1445
36829,Phones,27.99,0,296
41059,Cameras,499.99,40,67
30484,Power & Batteries,16.61,20,1318
33951,Cameras,74.99,30,271
39865,Laptops,8.99,40,793
4703,Chargers & Cables,109.99,10,360
42463,Chargers & Cables,329.99,5,51
26872,Other Electronics,77.0,0,88
13558,Power & Batteries,25.99,10,224
42486,Chargers & Cables,1099.99,20,69
30422,Phones,39.99,10,466
12117,Power & Batteries,112.08,40,174
2147,Chargers & Cables,22.99,30,2818
29667,Laptops,97.05,5,218
20623,Printers & Scanners,27.33,40,319
20395,Cameras,115.13,40,178
18295,Printers & Scanners,27.33,30,284
2389,Chargers & Cables,24.99,15,2349
26422,Speakers,109.99,30,143
17377,TV & Display,24.99,15,242
10871,Other Electronics,209.99,30,155
2670,Headphones,99.99,5,1083
40634,Phones,144.0,40,161
2947,Other Electronics,18.99,5,2119
14413,Storage,29.99,0,223
41122,Phones,599.95,30,91
37856,Networking,799.99,40,84
4837,Power & Batteries,16.19,15,1152
25891,Phones,119.99,0,952
20705,Cameras,66.22,10,111
22258,Phones,48.62,5,97
37582,Phones,18.98,0,494
25518,Printers & Scanners,80.05,40,170
15101,TV & Display,179.99,5,53
6172,Phones,119.99,0,980
36149,Other Electronics,12.23,10,538
42389,Laptops,79.99,10,104
7200,Other Electronics,545.0,20,70
341,Headphones,59.99,15,9610
4269,Power & Batteries,25.47,40,32009
32102,Laptops,38.99,20,249
39307,Laptops,321.89,15,64
51,Storage,25.66,10,56185
32863,Power & Batteries,16.61,0,992
11632,Power & Batteries,6.95,40,955
4591,Power & Batteries,16.19,30,1453
8242,Phones,119.99,5,1023
31898,Power & Batteries,7.79,10,585
20564,Other Electronics,13.51,10,439
30980,Networking,78.99,40,338
9730,Cameras,28.99,40,318
36935,Laptops,45.99,0,196
22568,Laptops,24.99,40,484
35209,Phones,18.98,30,759
4123,Phones,579.99,10,133
39017,Other Electronics,89.95,10,123
7850,Networking,143.95,0,214
20391,Chargers & Cables,59.95,40,312
23493,Printers & Scanners,80.05,10,89
2406,Laptops,199.99,15,601
19252,Laptops,349.0,15,63
23060,Printers & Scanners,80.05,30,174
25202,Cameras,269.95,15,106
38003,Phones,27.99,15,363
17995,Cameras,115.0,10,118
22920,Power & Batteries,25.47,5,21220
7363,Phones,32.72,15,554
15213,Phones,185.0,30,143
42510,Chargers & Cables,1099.99,15,59
20647,Printers & Scanners,27.33,10,232
18459,Cameras,66.01,40,178
38395,Phones,119.99,20,128
36367,Phones,25.99,10,345
4387,Phones,29.99,40,1491
31471,Phones,39.99,0,397
5768,Speakers,419.99,30,128
22818,Other Electronics,475.0,15,61
7143,Power & Batteries,25.47,0,19967
25650,Headphones,124.99,15,69
40731,Chargers & Cables,22.99,20,472
13920,Other Electronics,10.6,40,514
38397,Laptops,45.99,5,222
37171,Other Electronics,24.99,20,388
16599,Headphones,124.99,10,63
32268,Power & Batteries,16.61,10,1141
6845,Headphones,184.99,0,106
5764,Smart Home,239.99,0,181
22863,Cameras,269.95,10,116
35581,TV & Display,169.0,30,70
13578,Power & Batteries,6.95,10,692
35104,TV & Display,169.0,10,45
11500,Chargers & Cables,579.99,15,60
35663,Storage,99.99,20,1275
8785,Speakers,48.99,30,307
16352,Storage,93.99,15,119
29764,Other Electronics,54.99,5,118
1405,Phones,41.99,30,4282
2070,Phones,19.99,15,2393
23176,Power & Batteries,16.61,10,1100
35058,Other Electronics,24.99,15,358
30715,Phones,109.99,0,179
11548,Chargers & Cables,579.99,30,90
16784,Other Electronics,129.94,40,148
10534,Cameras,402.0,10,52
26918,Laptops,38.99,20,246
39766,Cameras,369.99,15,61
39468,Laptops,34.99,10,335
2883,Networking,239.99,30,707
21338,Laptops,389.99,40,74
18780,Power & Batteries,25.47,0,20112
8504,Other Electronics,225.13,0,106
1120,Phones,439.0,30,1425
40093,Printers & Scanners,229.99,30,138
3181,TV & Display,189.0,15,341
21011,Phones,199.95,10,108
23472,Laptops,16.87,20,371
19287,Power & Batteries,25.49,40,299
22124,Other Electronics,475.0,30,71
6479,Phones,19.99,30,764
10998,Laptops,104.99,5,99
23571,Phones,48.62,0,93
8229,Chargers & Cables,19.54,5,480
533,Cameras,69.95,40,835
4985,Laptops,253.0,20,255
23613,Phones,8.99,30,685
8719,Other Electronics,699.99,40,77
7403,Power & Batteries,155.99,15,241
20950,Other Electronics,14.29,0,196
37803,Smart Home,184.95,5,110
6491,Chargers & Cables,14.99,0,498
39446,Other Electronics,269.99,5,91
19072,Laptops,389.99,40,89
41570,Other Electronics,149.99,30,144
7038,TV & Display,298.0,10,115
42356,Cameras,89.99,10,192
30804,Cameras,74.99,15,224
40525,Other Electronics,12.23,20,654
23284,Storage,199.99,0,87
13688,Other Electronics,8.78,20,482
22828,Phones,8.99,5,513
7081,Phones,147.99,30,274
16562,Chargers & Cables,59.95,15,235
25433,Storage,199.99,10,90
22179,Phones,49.99,10,3255
13666,Laptops,50.5,15,120
19790,Other Electronics,14.29,40,326
33657,Wearables,18.98,0,29834
30710,Laptops,539.99,20,66
35817,Other Electronics,212.06,5,116
1966,Chargers & Cables,35.99,20,53
1129,Phones,79.95,10,119
9393,Phones,39.99,15,248
15750,TV & Display,179.99,10,50
30169,Printers & Scanners,609.0,30,64
42659,Printers & Scanners,245.0,10,119
34831,Phones,13.99,5,460
8677,Speakers,32.99,0,287
2762,Power & Batteries,6.99,0,3982
31317,Laptops,29.99,30,286
4919,Cameras,69.95,5,524
22269,Printers & Scanners,14.99,15,375
39744,Other Electronics,55.99,20,358
6753,Laptops,174.99,15,234
30481,Power & Batteries,16.61,20,1305
16251,Headphones,124.99,0,43
33161,Laptops,38.99,10,203
21078,Laptops,349.0,40,89
15592,Speakers,149.95,10,115
12206,TV & Display,179.99,30,73
41512,Cameras,89.99,15,234
10286,Cameras,379.0,5,56
22955,Power & Batteries,16.61,20,1317
32486,Laptops,43.99,10,251
9299,Other Electronics,21.99,30,576
36318,Other Electronics,24.99,15,374
638,Other Electronics,10.15,5,9449
20742,Cameras,115.13,0,107
26400,Other Electronics,206.96,5,105
21448,Headphones,213.0,40,76
33056,Laptops,97.05,0,196
36869,Other Electronics,19.88,15,366
30237,Cameras,74.99,5,229
23182,Laptops,39.99,30,127
9476,Cameras,89.0,15,132
40199,Laptops,282.04,0,94
1393,Cameras,69.95,40,796
37229,Phones,13.99,30,527
24511,Headphones,124.99,40,83
6417,Storage,329.99,10,105
29256,Power & Batteries,23.26,30,28861
8140,Other Electronics,219.0,10,124
37031,Smart Home,184.95,30,153
17058,Cameras,66.01,0,91
9288,Laptops,50.99,20,275
30620,Laptops,145.0,20,113
16636,Phones,29.99,10,381
6349,Laptops,124.49,10,245
12074,Chargers & Cables,579.99,40,77
21917,Printers & Scanners,80.05,5,113
28717,Speakers,69.99,30,448
31328,Phones,119.99,30,1432
9443,Other Electronics,17.99,30,423
30511,Speakers,109.99,30,139
9747,Power & Batteries,7.19,5,533
23755,Phones,49.99,40,77
19954,Other Electronics,14.29,10,233
2141,Laptops,16.99,20,12637
25977,Other Electronics,54.99,5,113
29250,Power & Batteries,40.99,0,206
28342,Speakers,69.99,5,325
12948,Chargers & Cables,579.99,40,82
34881,Speakers,32.99,5,187
12987,Chargers & Cables,85.99,5,69
4286,Storage,59.99,40,160
35891,Phones,448.0,15,2400
15639,Other Electronics,269.0,0,44
39025,Laptops,45.99,10,209
38252,TV & Display,29.98,20,379
31907,Phones,179.99,20,118
37477,Laptops,321.89,10,60
28518,Laptops,43.99,15,236
40856,Chargers & Cables,1099.99,40,83
17266,Power & Batteries,16.61,20,1333
21527,Cameras,49.95,5,107
5452,Power & Batteries,16.19,20,1347
17599,Power & Batteries,16.61,0,939
36348,Phones,119.99,0,92
15501,Other Electronics,269.0,10,55
23001,Headphones,124.99,15,56
39832,Other Electronics,12.23,30,717
6827,Chargers & Cables,28.3,30,729
31357,Speakers,109.99,15,110
35609,Laptops,1649.99,20,69
15000,Phones,9.95,15,365
38963,Phones,119.99,40,160
9296,Laptops,27.99,15,362
35960,Cameras,769.0,40,75
297,Phones,24.95,20,12529
41639,Power & Batteries,14.99,0,6059
1016,Phones,49.99,5,2123
9166,Other Electronics,22.99,10,335
34508,TV & Display,169.0,30,76
23997,Cameras,49.95,0,95
31850,Phones,179.99,15,120
21614,Printers & Scanners,14.99,15,315
25026,Power & Batteries,25.47,30,28872
38597,Other Electronics,149.99,20,116
2378,Other Electronics,159.99,10,556
7481,Cameras,69.95,5,549
30411,Headphones,199.95,40,135
40916,Other Electronics,149.99,40,159
10336,Other Electronics,14.99,20,424
41314,Phones,99.99,30,135
16486,TV & Display,24.99,20,276
34669,Smart Home,184.95,5,115
41989,Laptops,8.99,40,812
5617,Speakers,599.0,5,92
6134,Other Electronics,82.0,15,228
3250,Phones,184.99,20,524
19154,Other Electronics,14.29,40,328
30790,Speakers,109.99,0,80
30074,Power & Batteries,7.79,40,802
36858,Phones,119.99,0,116
38430,Smart Home,184.95,20,131
7868,Storage,7.77,5,472
30407,Cameras,74.99,10,215
39375,Other Electronics,212.06,5,129
22316,Laptops,16.87,5,336
10663,Other Electronics,115.68,10,114
21528,Storage,199.99,30,166
33465,Laptops,739.0,5,56
26812,Laptops,269.0,10,113
4642,Other Electronics,67.65,20,510
20757,Storage,93.99,10,116
22194,Phones,23.99,40,1630
25238,Laptops,1899.0,0,43
10134,Other Electronics,195.0,10,137
40490,Printers & Scanners,229.99,5,104
41097,Cameras,59.99,30,292
40562,Laptops,79.99,20,124
20675,TV & Display,24.99,10,268
13686,Laptops,43.99,5,207
12794,Phones,185.0,30,133
29785,Phones,32.99,10,431
7164,Speakers,44.99,20,507
2688,Power & Batteries,16.22,20,2458
16023,Other Electronics,129.94,0,112
31922,TV & Display,79.0,20,140
23365,Power & Batteries,17.99,30,129008
8971,Laptops,29.99,5,339
12958,Other Electronics,27.49,20,241
30381,Headphones,199.95,20,138
32828,Chargers & Cables,19.98,5,417
39248,Other Electronics,89.95,5,108
35616,Other Electronics,269.99,30,165
2432,Chargers & Cables,129.98,20,591
4335,Power & Batteries,9.06,30,2893
12576,Power & Batteries,6.95,20,760
7466,Power & Batteries,16.19,10,1094
40875,Phones,179.95,40,3401
34613,Laptops,499.0,20,63
22623,Storage,199.99,0,102
15178,Other Electronics,40.99,40,146
36847,TV & Display,29.98,40,474
39955,Storage,21.39,0,304
21411,Storage,93.99,0,108
35611,Cameras,769.0,0,47
36068,Other Electronics,12.23,30,695
37371,Other Electronics,12.23,40,779
30457,Wearables,699.99,20,54
32765,Laptops,29.99,10,234
14032,Phones,185.0,30,139
30428,Laptops,145.0,5,108
34738,Laptops,45.99,40,292
9003,Phones,220.0,20,50
32353,Speakers,109.99,15,139
14409,Laptops,43.99,20,248
1895,Laptops,109.0,30,1485
10396,Laptops,33.24,0,313
366,Cameras,69.95,15,611
7641,Laptops,593.01,30,71
10405,Headphones,329.99,20,55
17973,Cameras,115.0,10,111
32689,Speakers,109.99,30,139
9521,Cameras,36.98,10,237
14724,Phones,9.95,15,333
36933,Phones,119.99,5,124
26885,Laptops,269.0,40,163
20330,Cameras,66.22,40,157
13757,Cameras,34.99,30,288
13823,Other Electronics,24.42,15,219
21621,Storage,99.99,10,1193
18489,Laptops,389.99,15,70
6462,Chargers & Cables,15.99,0,976
12721,Power & Batteries,112.08,30,125
7110,Power & Batteries,25.47,0,19866
1713,Phones,249.0,5,531
17043,Printers & Scanners,27.33,15,217
33796,Laptops,43.99,15,239
14719,Phones,199.99,15,68
15003,Speakers,199.99,15,68
8327,Speakers,46.99,5,321
34189,Laptops,269.0,10,110
26983,Laptops,38.99,20,262
21344,Laptops,349.0,5,56
30840,Headphones,199.95,10,130
18935,Cameras,66.01,40,140
6106,Phones,119.99,30,1463
13259,Other Electronics,33.9,10,113
14808,Power & Batteries,6.95,30,839
11306,Laptops,43.99,40,350
33744,Other Electronics,54.99,10,119
38035,Phones,57.99,15,214
22824,Laptops,174.99,5,101
4963,Printers & Scanners,82.99,40,626
37507,Laptops,44.99,10,11195
506,Laptops,149.99,20,3736
4388,Phones,199.99,20,385
8328,Phones,9.99,0,490
22220,Laptops,1899.0,10,67
40975,Other Electronics,24.49,5,414
10950,Phones,349.99,15,51
36259,Power & Batteries,44.99,0,194
8046,Laptops,199.0,10,104
20026,TV & Display,24.99,15,219
6704,Chargers & Cables,31.95,5,540
36580,Phones,13.99,5,428
23531,Cameras,49.95,0,105
3816,Laptops,154.99,0,425
16543,Cameras,115.3,10,119
33835,Laptops,29.99,15,234
17974,Laptops,369.0,40,82
7381,Cameras,69.95,20,659
21910,Power & Batteries,16.61,15,1215
37504,TV & Display,29.98,5,322
7985,Laptops,59.99,40,495
1778,Laptops,269.0,5,554
28689,Power & Batteries,40.99,40,327
27783,TV & Display,79.0,10,109
29843,Laptops,145.0,20,126
6166,Storage,189.99,30,318
12494,Phones,185.0,10,118
42334,Chargers & Cables,329.99,5,42
33640,Headphones,199.95,40,170
41068,Laptops,429.0,5,62
32089,Phones,49.97,15,3495
3331,Cameras,69.95,20,615
37143,Laptops,34.99,15,375
38892,Other Electronics,12.23,15,625
2994,Laptops,123.19,10,570
33119,Laptops,131.89,15,232
31781,Power & Batteries,40.99,0,198
40840,Printers & Scanners,229.99,0,119
8215,Gaming,89.95,15,222
21360,Power & Batteries,25.47,20,25762
6934,Phones,54.99,15,339
5852,Gaming,169.99,5,322
10370,Cameras,88.99,5,112
3566,Phones,25.99,20,1249
24395,Phones,119.99,10,1108
35965,Other Electronics,269.99,0,111
12733,Other Electronics,27.49,0,191
22589,Laptops,16.87,10,318
16887,Cameras,66.01,15,135
35250,Other Electronics,55.99,20,354
38268,Laptops,45.99,40,330
3446,Phones,119.99,30,1426
33288,Other Electronics,54.99,30,152
5476,Other Electronics,11.99,15,1183
8646,Laptops,44.99,10,338
11813,Laptops,11.99,20,12790
41053,Other Electronics,12.23,0,545
5081,Smart Home,129.99,40,511
31997,Wearables,699.99,0,58
32500,Other Electronics,7.29,15,591
1426,Cameras,69.95,5,529
33594,Power & Batteries,23.26,10,22952
42194,Phones,599.95,30,59
10186,Laptops,429.0,10,41
8419,Phones,24.99,40,624
22526,Headphones,124.99,15,58
20933,Storage,93.99,10,120
34592,TV & Display,169.0,0,46
14513,Other Electronics,33.9,15,129
22857,Laptops,39.99,0,99
31692,Laptops,539.99,20,73
23428,Printers & Scanners,80.05,20,126
30043,Phones,179.95,5,9470
38467,Networking,89.99,10,102
10050,Phones,23.99,20,1290
1046,Laptops,162.0,10,1191
10140,TV & Display,179.99,0,100
35275,Speakers,32.99,15,263
3640,Phones,79.99,20,878
31786,Phones,79.95,15,138
18264,Cameras,115.13,40,144
36103,TV & Display,169.0,20,76
37857,Power & Batteries,23.26,10,22514
8813,Speakers,63.96,40,328
17884,Storage,93.99,20,145
33925,Laptops,38.99,30,293
12942,Chargers & Cables,12.8,20,413
23214,Printers & Scanners,14.99,0,343
37549,Phones,119.99,5,107
25512,Power & Batteries,25.47,0,19957
32428,Headphones,199.95,15,122
6630,Laptops,249.99,10,113
265,Laptops,29.96,40,16204
333,Phones,27.99,10,11404
4272,Cameras,69.0,20,611
7835,Cameras,370.0,10,122
22248,Cameras,49.95,40,172
35466,Gaming,179.99,5,101
24815,Laptops,24.99,5,302
25418,Headphones,213.0,20,54
10737,Phones,170.99,20,126
39540,Phones,13.99,15,519
12524,Phones,185.0,20,127
25885,Chargers & Cables,19.98,0,420
34719,Power & Batteries,44.99,0,192
24877,Storage,249.95,0,44
14406,Other Electronics,659.0,5,48
24547,Laptops,24.99,30,413
39899,Other Electronics,169.95,10,125
27254,Phones,29.99,40,158
17634,Chargers & Cables,59.95,15,225
11181,Power & Batteries,112.08,20,120
14252,Networking,89.99,15,116
8395,Laptops,5.99,5,539
31140,Power & Batteries,23.26,20,25733
19944,Laptops,389.99,20,56
16415,Laptops,369.0,5,56
27645,Laptops,539.99,10,54
28037,Laptops,539.99,20,68
13004,Phones,23.99,10,1110
4140,Cameras,1798.0,5,104
40848,Phones,39.95,15,401
24035,Headphones,124.99,20,59
27435,Laptops,29.99,30,286
836,TV & Display,149.99,40,3289
24456,Cameras,119.99,10,118
16198,Power & Batteries,25.49,20,257
14998,Other Electronics,40.99,10,99
36248,Networking,89.99,20,143
36216,Other Electronics,24.99,40,502
3482,Power & Batteries,16.19,20,1266
14134,Other Electronics,40.99,20,139
6381,Other Electronics,199.0,15,241
34550,Laptops,45.99,30,288
13810,Phones,49.99,20,292
4105,Power & Batteries,16.19,10,1107
6578,Power & Batteries,16.19,15,1237
32751,Power & Batteries,23.26,40,32405
26755,Laptops,97.0,0,186
23140,Phones,48.62,10,91
32001,Phones,109.99,10,227
19344,Power & Batteries,25.47,30,28794
9499,Other Electronics,48.3,0,212
15299,Power & Batteries,6.95,15,692
28397,TV & Display,79.0,20,149
30257,Laptops,539.99,10,65
41700,Phones,219.99,40,159
1040,Storage,134.99,30,2805
28481,Phones,32.99,40,702
37625,Phones,34.99,30,273
19746,TV & Display,24.99,30,318
15022,Other Electronics,40.99,0,105
1344,Laptops,1799.99,20,372
30222,Chargers & Cables,34.99,15,309
30608,Phones,39.99,10,474
406,Laptops,229.99,30,5700
2601,Power & Batteries,25.47,40,32338
6660,Laptops,204.99,40,151
40359,Phones,179.95,20,2504
40405,Laptops,429.0,20,58
41882,Chargers & Cables,329.99,5,53
3480,Power & Batteries,25.47,30,28533
5189,Cameras,69.95,0,491
1587,Power & Batteries,5.59,20,7640
31481,Laptops,145.0,15,123
37824,Laptops,25.99,5,523
3409,Cameras,24.99,20,1289
34608,Other Electronics,269.99,30,146
17155,Storage,93.99,30,141
29312,Laptops,634.99,20,58
29324,Cameras,23.99,40,649
26660,Phones,79.95,40,173
22674,Printers & Scanners,14.99,15,367
16626,Printers & Scanners,27.33,5,240
29010,Power & Batteries,23.26,40,32445
38860,Phones,13.99,30,551
6098,Storage,32.99,5,562
17125,Power & Batteries,28.91,0,226
38927,Other Electronics,55.99,20,381
42054,Headphones,59.0,30,450
42090,Phones,39.95,0,326
25601,Phones,119.99,5,1130
1492,Cameras,56.99,0,2023
29669,Networking,143.95,15,219
19924,Chargers & Cables,59.95,10,208
24346,Storage,119.99,15,57
28636,Laptops,539.99,5,56
20697,Power & Batteries,28.91,15,240
31840,Speakers,69.99,30,434
30322,Other Electronics,77.0,5,108
34478,TV & Display,169.0,15,56
36240,Gaming,179.99,20,125
4640,Storage,419.99,40,331
8401,Cameras,174.21,20,132
11268,Chargers & Cables,12.8,15,348
41920,Other Electronics,9.1,40,920
1936,Power & Batteries,16.19,40,1638
9815,Cameras,439.95,30,68
14124,Other Electronics,10.6,30,453
10176,Other Electronics,14.87,0,286
19515,Power & Batteries,25.47,30,28545
11189,TV & Display,179.99,5,63
40818,Chargers & Cables,22.99,20,523
30358,Laptops,269.0,5,103
34596,Power & Batteries,23.26,20,25433
11729,Power & Batteries,25.99,10,240
22916,Laptops,24.99,30,442
36272,Networking,89.99,15,137
23558,Cameras,49.95,20,128
34606,Phones,18.98,15,592
4054,Cameras,69.95,10,520
14859,Storage,29.99,5,205
19417,Other Electronics,129.94,15,112
12390,Other Electronics,8.94,20,520
639,Power & Batteries,10.99,10,11271
8296,Other Electronics,179.99,20,142
33269,Other Electronics,206.96,10,118
31649,Power & Batteries,40.99,30,323
35720,Phones,27.99,40,504
8879,Chargers & Cables,69.99,40,358
37622,Networking,799.99,30,78
948,Printers & Scanners,284.99,30,1427
35957,Networking,89.99,30,153
41840,Chargers & Cables,22.99,40,629
1763,TV & Display,124.99,30,1435
16274,Other Electronics,129.94,10,107
32682,Laptops,29.99,20,265
33392,Networking,143.95,15,245
13554,Power & Batteries,6.95,5,653
34941,Laptops,45.99,5,230
32803,Laptops,269.0,10,105
24908,Cameras,356.99,20,63
19439,Chargers & Cables,59.95,10,220
36763,Other Electronics,212.06,5,90
18769,Storage,93.99,10,103
2907,Storage,22.99,40,3185
37656,Networking,799.99,10,63
41797,Other Electronics,149.99,30,146
10593,Chargers & Cables,129.99,5,106
24919,Cameras,49.95,30,145
34601,Laptops,1649.99,30,72
16332,Chargers & Cables,59.95,15,255
28709,Headphones,199.95,10,99
2654,TV & Display,29.99,15,1184
18314,Laptops,389.99,10,57
30039,Cameras,23.99,20,552
36904,Other Electronics,24.99,40,468
31245,Power & Batteries,23.26,30,28610
42408,Power & Batteries,23.26,10,22531
30693,TV & Display,79.0,10,105
15036,Power & Batteries,25.47,0,19831
6281,Other Electronics,47.49,20,513
8556,Phones,5.99,30,774
23424,Laptops,39.99,20,112
33907,Other Electronics,7.29,15,629
7150,Phones,27.5,15,652
24667,Storage,119.99,40,60
39152,Other Electronics,89.95,10,108
37439,Other Electronics,269.99,40,166
2314,TV & Display,1399.99,40,332
11774,Speakers,199.99,5,43
28683,Laptops,29.99,10,216
26267,Other Electronics,7.29,0,511
38536,Laptops,321.89,10,48
28806,Laptops,43.99,30,275
34313,Cameras,23.99,0,389
31013,Networking,78.99,10,192
19745,Storage,93.99,15,127
19871,Cameras,66.22,30,134
18661,Laptops,349.0,10,60
19469,Chargers & Cables,59.95,30,303
24220,Printers & Scanners,14.99,15,340
946,Phones,167.99,5,1060
35010,Phones,119.99,5,101
21341,Other Electronics,129.94,40,167
34568,TV & Display,169.0,20,62
19281,Cameras,115.13,10,106
41395,Printers & Scanners,229.99,20,136
5329,Phones,119.99,30,1441
36884,Laptops,45.99,10,207
9423,Speakers,229.0,5,97
18589,Other Electronics,129.94,0,101
39123,Networking,89.99,20,135
37566,Networking,799.99,30,59
14111,Headphones,99.99,20,114
12429,Other Electronics,599.0,5,50
23611,Power & Batteries,16.61,5,1019
20991,Cameras,115.03,0,93
970,Phones,549.99,30,746
16128,Other Electronics,129.94,20,137
576,TV & Display,229.97,5,2097
22906,Laptops,16.87,30,427
27877,Power & Batteries,7.79,5,513
28912,Power & Batteries,16.61,0,998
5782,Phones,19.99,0,940
41983,Other Electronics,149.99,15,110
30196,Phones,15.87,10,4443
42176,Laptops,429.0,30,64
25949,Chargers & Cables,19.98,15,524
15983,TV & Display,24.99,0,194
36379,Other Electronics,55.99,30,383
229,Other Electronics,79.96,40,12979
34036,Other Electronics,54.99,5,128
37254,Speakers,32.99,0,208
20408,TV & Display,24.99,20,255
38007,Other Electronics,269.99,5,105
27456,Laptops,539.99,15,56
28158,Other Electronics,7.29,30,716
22003,Headphones,213.0,15,51
24104,Storage,199.99,15,109
3177,Speakers,399.99,30,443
11860,Other Electronics,659.0,5,54
9100,Printers & Scanners,37.99,40,484
20328,Storage,93.99,10,112
40850,Other Electronics,9.1,10,650
29127,Laptops,539.99,10,60
1127,Storage,18.99,30,5618
24316,Storage,199.99,0,86
35454,Laptops,25.99,40,810
35776,Laptops,45.99,0,204
37580,Phones,27.99,30,426
18923,Printers & Scanners,27.33,20,263
34040,Other Electronics,7.29,5,495
3895,Chargers & Cables,199.86,20,369
17036,Laptops,389.99,30,75
2510,Cameras,649.0,30,451
41839,Laptops,282.04,40,153
18624,Storage,93.99,0,89
30227,Networking,78.99,5,220
5784,Printers & Scanners,449.99,15,99
39134,Power & Batteries,44.99,40,327
11200,Power & Batteries,6.95,5,627
24076,Other Electronics,475.0,0,42
5755,Cameras,40.0,40,802
2569,Power & Batteries,16.19,15,1171
38560,Other Electronics,212.06,40,161
23527,Printers & Scanners,80.05,15,113
24950,Laptops,1899.0,5,41
11871,Power & Batteries,25.47,30,28503
38733,Networking,89.99,40,157
29128,Wearables,699.99,10,56
31239,Phones,109.99,0,179
15076,Phones,199.99,0,53
37716,Networking,799.99,10,51
22127,Laptops,24.99,20,362
25072,Cameras,49.95,20,117
8329,Chargers & Cables,58.73,0,190
17275,Cameras,115.3,10,117
24365,Power & Batteries,25.47,10,22359
23410,Other Electronics,475.0,15,56
12371,Laptops,50.5,30,145
8389,Other Electronics,25.99,20,390
8977,Chargers & Cables,7.76,20,638
26315,Printers & Scanners,609.0,15,54
38732,Other Electronics,55.99,5,324
9787,Cameras,99.99,40,308
27875,Other Electronics,77.0,20,126
5365,Other Electronics,20.91,15,639
37498,Other Electronics,212.06,10,109
13585,Phones,49.99,5,229
16914,Storage,93.99,40,166
23288,Laptops,1899.0,0,57
2865,Networking,145.99,10,595
38914,Laptops,45.99,5,208
26742,Laptops,499.0,30,76
19090,Storage,93.99,15,134
36750,Networking,89.99,30,138
37499,Smart Home,184.95,10,111
18984,Storage,93.99,30,140
7391,Phones,49.99,5,420
9558,Phones,24.96,0,506
9258,Phones,89.99,30,126
489,Power & Batteries,59.94,10,5602
35461,Networking,799.99,40,92
28474,Wearables,699.99,10,43
26004,Laptops,29.99,20,240
27507,Power & Batteries,23.26,30,28687
9702,Phones,89.99,40,145
19699,Other Electronics,14.29,5,215
39454,Other Electronics,212.06,5,104
7139,Chargers & Cables,39.99,20,515
12007,Phones,9.95,40,492
27466,Other Electronics,77.0,30,135
13834,Laptops,259.0,15,67
20894,Power & Batteries,25.49,40,316
2916,Phones,349.99,15,362
2272,Cameras,69.95,20,625
37115,Networking,799.99,10,58
17674,TV & Display,24.99,0,206
7802,Phones,133.99,15,558
42673,Chargers & Cables,15.98,30,694
11033,TV & Display,169.0,0,58
5228,Other Electronics,99.99,5,443
9289,Cameras,35.99,5,208
38484,Laptops,139.99,15,109
25231,Phones,119.99,10,1136
23855,Phones,48.62,5,95
39841,Laptops,79.99,0,212
12302,Chargers & Cables,12.8,10,358
30950,Phones,23.99,15,1272
3875,Laptops,49.99,5,1077
13720,Power & Batteries,25.99,15,245
5113,Laptops,78.49,40,780
17014,Cameras,115.3,10,114
34905,Power & Batteries,23.26,10,22656
11442,Phones,24.96,10,530
